timestamp,hashed_mac,student_id,student_name,status
2025-m-04 15:22:33,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,PRESENT
2025-m-04 15:22:38,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,ABSENT
2025-m-04 15:22:43,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,PRESENT
2025-m-04 15:22:48,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,ABSENT
2025-m-04 15:22:54,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,PRESENT
2025-m-04 15:22:59,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,ABSENT
2025-m-04 15:23:04,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,PRESENT
2025-m-04 15:23:10,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,ABSENT
2025-m-04 15:23:15,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,PRESENT
2025-m-04 15:23:20,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,ABSENT
2025-m-04 15:23:25,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,PRESENT
2025-m-04 15:23:31,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,ABSENT
2025-m-04 15:23:36,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,PRESENT
2025-m-04 15:23:41,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,ABSENT
2025-m-04 15:23:46,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,PRESENT
2025-m-04 15:23:51,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,ABSENT
2025-m-04 15:23:56,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,PRESENT
2025-m-04 15:24:02,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,ABSENT
2025-m-04 15:24:07,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,PRESENT
2025-m-04 15:24:12,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,ABSENT
2025-m-04 15:24:17,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,PRESENT
2025-m-04 15:24:22,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,ABSENT
2025-m-04 15:24:27,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,PRESENT
2025-m-04 15:24:32,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,ABSENT
2025-m-04 15:24:37,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,PRESENT
2025-m-04 15:24:42,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,ABSENT
2025-m-04 15:24:48,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,PRESENT
2025-m-04 15:24:53,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,ABSENT
2025-m-04 15:24:58,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,PRESENT
2025-m-04 15:25:03,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,ABSENT
2025-m-04 15:25:08,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,PRESENT
2025-m-04 15:25:13,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,ABSENT
2025-m-04 15:25:19,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,PRESENT
2025-m-04 15:25:24,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,ABSENT
2025-m-04 15:25:29,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,PRESENT
2025-m-04 15:25:34,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,ABSENT
2025-m-04 15:25:39,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,PRESENT
2025-m-04 15:25:44,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,ABSENT
2025-m-04 15:25:49,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,PRESENT
2025-m-04 15:25:55,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,ABSENT
2025-m-04 15:26:00,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,PRESENT
2025-m-04 15:26:05,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,ABSENT
2025-m-04 15:26:10,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,PRESENT
2025-m-04 15:26:15,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,ABSENT
2025-m-04 15:26:20,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,PRESENT
2025-m-04 15:26:25,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,ABSENT
2025-m-04 15:26:30,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,PRESENT
2025-m-04 15:26:36,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,ABSENT
2025-m-04 15:26:41,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,PRESENT
2025-m-04 15:26:46,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,ABSENT
2025-m-04 15:26:51,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,PRESENT
2025-m-04 15:26:56,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,ABSENT
2025-m-04 15:27:01,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,PRESENT
2025-m-04 15:27:06,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,ABSENT
2025-m-04 15:27:12,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,PRESENT
2025-m-04 15:27:17,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,ABSENT
2025-m-04 15:27:22,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,PRESENT
2025-m-04 15:27:27,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,ABSENT
2025-m-04 15:27:32,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,PRESENT
2025-m-04 15:27:37,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,ABSENT
2025-m-04 15:27:42,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,PRESENT
2025-m-04 15:27:47,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,ABSENT
2025-m-04 15:27:53,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,PRESENT
2025-m-04 15:27:58,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,ABSENT
2025-m-04 15:28:03,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,PRESENT
2025-m-04 15:28:08,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,ABSENT
2025-m-04 15:28:13,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,PRESENT
2025-m-04 15:28:18,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,ABSENT
2025-m-04 15:28:23,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,PRESENT
2025-m-04 15:28:28,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,ABSENT
2025-m-04 15:28:34,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,PRESENT
2025-m-04 15:28:39,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,ABSENT
2025-m-04 15:28:44,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,PRESENT
2025-m-04 15:28:49,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,ABSENT
2025-m-04 15:28:54,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,PRESENT
2025-m-04 15:28:59,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,ABSENT
2025-m-04 15:29:04,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,PRESENT
2025-m-04 15:29:10,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,ABSENT
2025-m-04 15:29:15,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,PRESENT
2025-m-04 15:29:20,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,ABSENT
2025-m-04 15:29:25,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,PRESENT
2025-m-04 15:29:30,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,ABSENT
2025-m-04 15:29:35,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,PRESENT
2025-m-04 15:29:40,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,ABSENT
2025-m-04 15:29:45,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,PRESENT
2025-m-04 15:29:50,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,ABSENT
2025-m-04 15:29:55,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,PRESENT
2025-m-04 15:30:01,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,ABSENT
2025-m-04 15:30:06,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,PRESENT
2025-m-04 15:30:11,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,ABSENT
2025-m-04 15:30:16,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,PRESENT
2025-m-04 15:30:21,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,ABSENT
2025-m-04 15:30:26,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,PRESENT
2025-m-04 15:30:32,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,ABSENT
2025-m-04 15:30:37,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,PRESENT
2025-m-04 15:30:42,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,ABSENT
2025-m-04 15:30:47,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,PRESENT
2025-m-04 15:30:52,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,ABSENT
2025-m-04 15:30:57,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,PRESENT
2025-m-04 15:31:02,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,ABSENT
2025-m-04 15:31:07,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,PRESENT
2025-m-04 15:31:12,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,ABSENT
2025-m-04 15:31:18,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,PRESENT
2025-m-04 15:31:23,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,ABSENT
2025-m-04 15:31:28,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,PRESENT
2025-m-04 15:31:33,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,ABSENT
2025-m-04 15:31:38,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,PRESENT
2025-m-04 15:31:43,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,ABSENT
2025-m-04 15:31:48,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,PRESENT
2025-m-04 15:31:53,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,ABSENT
2025-m-04 15:31:59,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,PRESENT
2025-m-04 15:32:04,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,ABSENT
2025-m-04 15:32:09,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,PRESENT
2025-m-04 15:32:14,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,ABSENT
2025-m-04 15:32:19,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,PRESENT
2025-m-04 15:32:24,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,ABSENT
2025-m-04 15:32:29,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,PRESENT
2025-m-04 15:32:34,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,ABSENT
2025-m-04 15:32:40,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,PRESENT
2025-m-04 15:32:45,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,ABSENT
2025-m-04 15:32:50,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,PRESENT
2025-m-04 15:32:55,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,ABSENT
2025-m-04 15:33:00,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,PRESENT
2025-m-04 15:33:05,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,ABSENT
2025-m-04 15:33:11,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,PRESENT
2025-m-04 15:33:16,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,ABSENT
2025-m-04 15:33:21,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,PRESENT
2025-m-04 15:33:26,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,ABSENT
2025-m-04 15:33:31,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,PRESENT
2025-m-04 15:33:36,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,ABSENT
2025-m-04 15:33:41,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,PRESENT
2025-m-04 15:33:47,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,ABSENT
2025-m-04 15:33:52,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,PRESENT
2025-m-04 15:33:57,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,ABSENT
2025-m-04 15:34:02,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,PRESENT
2025-m-04 15:34:09,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,ABSENT
2025-m-04 15:34:14,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,PRESENT
2025-m-04 15:34:19,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,ABSENT
2025-m-04 15:34:25,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,PRESENT
2025-m-04 15:34:30,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,ABSENT
2025-m-04 15:34:35,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,PRESENT
2025-m-04 15:34:40,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,ABSENT
2025-m-04 15:34:45,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,PRESENT
2025-m-04 15:34:50,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,ABSENT
2025-m-04 15:34:55,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,PRESENT
2025-m-04 15:35:00,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,ABSENT
2025-m-04 15:35:06,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,PRESENT
2025-m-04 15:35:11,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,ABSENT
2025-m-04 15:35:16,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,PRESENT
2025-m-04 15:35:21,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,ABSENT
2025-m-04 15:35:26,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,PRESENT
2025-m-04 15:35:31,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,ABSENT
2025-m-04 15:35:36,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,PRESENT
2025-m-04 15:35:41,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,ABSENT
2025-m-04 15:35:47,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,PRESENT
2025-m-04 15:35:52,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,ABSENT
2025-m-04 15:35:57,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,PRESENT
2025-m-04 15:36:02,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,ABSENT
2025-m-04 15:36:07,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,PRESENT
2025-m-04 15:36:12,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,ABSENT
2025-m-04 15:36:18,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,PRESENT
2025-m-04 15:36:23,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,ABSENT
2025-m-04 15:36:28,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,PRESENT
2025-m-04 15:36:33,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,ABSENT
2025-m-04 15:36:38,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,PRESENT
2025-m-04 15:36:43,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,ABSENT
2025-m-04 15:36:48,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,PRESENT
2025-m-04 15:36:53,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,ABSENT
2025-m-04 15:36:58,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,PRESENT
2025-m-04 15:37:04,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,ABSENT
2025-m-04 15:37:09,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,PRESENT
2025-m-04 15:37:14,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,ABSENT
2025-m-04 15:37:19,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,PRESENT
2025-m-04 15:37:24,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,ABSENT
2025-m-04 15:37:29,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,PRESENT
2025-m-04 15:37:34,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,ABSENT
2025-m-04 15:37:39,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,PRESENT
2025-m-04 15:37:45,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,ABSENT
2025-m-04 15:37:50,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,PRESENT
2025-m-04 15:37:55,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,ABSENT
2025-m-04 15:38:00,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,PRESENT
2025-m-04 15:38:05,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,ABSENT
2025-m-04 15:38:10,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,PRESENT
2025-m-04 15:38:15,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,ABSENT
2025-m-04 15:38:20,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,PRESENT
2025-m-04 15:38:26,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,ABSENT
2025-m-04 15:38:31,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,PRESENT
2025-m-04 15:38:36,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,ABSENT
2025-m-04 15:38:41,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,PRESENT
2025-m-04 15:38:46,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,ABSENT
2025-m-04 15:38:51,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,PRESENT
2025-m-04 15:38:56,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,ABSENT
2025-m-04 15:39:01,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,PRESENT
2025-m-04 15:39:06,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,ABSENT
2025-m-04 15:39:12,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,PRESENT
2025-m-04 15:39:17,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,ABSENT
2025-m-04 15:39:22,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,PRESENT
2025-m-04 15:39:27,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,ABSENT
2025-m-04 15:39:32,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,PRESENT
2025-m-04 15:39:37,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,ABSENT
2025-m-04 15:39:42,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,PRESENT
2025-m-04 15:39:47,df61ea1e163464e038a5c494d616600279e639105dc77408a7f3cab4747eeab0,S1001,Alice Johnson,ABSENT
